*  *  Diary stub parameter file                                      HEADDIR      H  1  CUCHARS             
1  6            Canned and dried vegetables and juices               CANDVEG      G  1  FOOD                
1  7              Canned beans                                       140210       D  1  FOOD                
1  7              Canned corn                                        140220       D  1  FOOD                
1  7              Canned miscellaneous vegetables                    140230       D  1  FOOD                
1  7              Dried peas                                         140320       D  1  FOOD                
1  7              Dried beans                                        140330       D  1  FOOD                
1  7              Dried miscellaneous vegetables                     140340       D  1  FOOD                
1  7              Dried processed vegetables                         140310       D  1  FOOD                
1  7              Frozen vegetable juices                            140410       D  1  FOOD                
1  7              Fresh and canned vegetable juices                  140420       D  1  FOOD                
1  4        Other food at home                                       OTHRFOOD     G  1  FOOD                
1  5          Sugar and other sweets                                 SWEETS       G  1  FOOD                
1  6            Candy and chewing gum                                150110       D  1  FOOD                
1  6            Sugar                                                150211       D  1  FOOD                
1  6            Artificial sweeteners                                150212       D  1  FOOD                
1  6            Jams, preserves, other sweets                        150310       D  1  FOOD                
1  5          Fats and oils                                          FATSOILS     G  1  FOOD                
1  6            Margarine                                            160110       D  1  FOOD                
1  6            Fats and oils                                        160211       D  1  FOOD                
1  6            Salad dressings                                      160212       D  1  FOOD                
1  6            Nondairy cream and imitation milk                    160310       D  1  FOOD                
1  6            Peanut butter                                        160320       D  1  FOOD                
1  5          Miscellaneous foods                                    MISCFOOD     G  1  FOOD                
1  6            Frozen prepared foods                                FRZNPREP     G  1  FOOD                
1  7              Frozen meals                                       180210       D  1  FOOD                
1  7              Other frozen prepared foods                        180220       D  1  FOOD                
1  6            Canned and packaged soups                            180110       D  1  FOOD                
1  6            Potato chips, nuts, and other snacks                 SNACKS       G  1  FOOD                
1  7              Potato chips and other snacks                      180310       D  1  FOOD                
1  7              Nuts                                               180320       D  1  FOOD                
1  6            Condiments and seasonings                            CONDMNTS     G  1  FOOD                
1  7              Salt, spices, other seasonings                     180410       D  1  FOOD                
1  7              Olives, pickles, relishes                          180420       D  1  FOOD                
1  7              Sauces and gravies                                 180510       D  1  FOOD                
1  7              Baking needs and miscellaneous products            180520       D  1  FOOD                
1  6            Other canned and packaged prepared foods             OTHRPREP     G  1  FOOD                
1  7              Prepared salads                                    180611       D  1  FOOD                
1  7              Prepared desserts                                  180612       D  1  FOOD                
1  7              Baby food                                          180620       D  1  FOOD                
1  7              Miscellaneous prepared foods                       180710       D  1  FOOD                
1  7              Vitamin supplements                                180720       D  1  FOOD                
1  5          Nonalcoholic beverages                                 NALCBEVG     G  1  FOOD                
1  6            Cola                                                 170110       D  1  FOOD                
1  6            Other carbonated drinks                              170210       D  1  FOOD                
1  6            Tea                                                  170520       D  1  FOOD                
1  6            Coffee                                               COFFEE       G  1  FOOD                
1  7              Roasted coffee                                     170310       D  1  FOOD                
1  7              Instant and freeze dried coffee                    170410       D  1  FOOD                
1  6            Noncarbonated fruit flavored drinks, including       170510       D  1  FOOD                
2                 non-frozen lemonade                                                                       
1  6            Other noncarbonated beverages and ice                170531       D  1  FOOD                
1  6            Bottled water                                        170532       D  1  FOOD                
1  6            Sports drinks                                        170533       D  1  FOOD                
1  6            Nonalcoholic beer                                    200112       D  1  FOOD                
1  3      Food away from home                                        FOODAWAY     G  1  FOOD                
1  4        Meals at restaurants (except on trips)                   RESTRANT     G  1  FOOD                
1  5          Lunch                                                  LUNCH        G  1  FOOD                
1  6            Lunch at fast food, take-out, delivery, concession   190111       D  1  FOOD                
2                 stands, buffet and cafeteria (other than employer                                         
2                 and school cafeteria)                                                                     
1  6            Lunch at full service restaurants                    190112       D  1  FOOD                
1  6            Lunch at vending machines and mobile vendors         190113       D  1  FOOD                
1  6            Lunch at employer and school cafeterias              190114       D  1  FOOD                
1  5           Dinner                                                DINNER       G  1  FOOD                
1  6            Dinner at fast food, take-out, delivery, concession  190211       D  1  FOOD                
2                 stands, buffet and cafeteria (other than employer                                         
2                 and school cafeteria)                                                                     
1  6            Dinner at full service restaurants                   190212       D  1  FOOD                
1  6            Dinner at vending machines and mobile vendors        190213       D  1  FOOD                
1  6            Dinner at employer and school cafeterias             190214       D  1  FOOD                
1  5          Snacks and nonalcoholic beverages                      SNKNABEV     G  1  FOOD                
1  6            Snacks and nonalcoholic beverages at fast food,      190311       D  1  FOOD                
2                 take-out, delivery, concession stands, buffet and                                         
2                 cafeteria (other than employer and school                                                 
2                 cafeteria)                                                                                
1  6            Snacks and nonalcoholic beverages at full service    190312       D  1  FOOD                
2                 restaurants                                                                               
1  6            Snacks and nonalcoholic beverages at vending         190313       D  1  FOOD                
2                 machines and mobile vendors                                                               
1  6            Snacks and nonalcoholic beverages at employer and    190314       D  1  FOOD                
2                 school cafeterias                                                                         
1  5          Breakfast and brunch                                   BRKFBRUN     G  1  FOOD                
1  6            Breakfast and brunch at fast food, take-out,         190321       D  1  FOOD                
2                 delivery, concession stands, buffet and cafeteria                                         
2                 (other than employer and school cafeteria)                                                
1  6            Breakfast and brunch at full service restaurants     190322       D  1  FOOD                
1  6            Breakfast and brunch at vending machines and mobile  190323       D  1  FOOD                
2                 vendors                                                                                   
1  6            Breakfast and brunch at employer and school          190324       D  1  FOOD                
2                 cafeterias                                                                                
1  2    Alcoholic beverages                                          ALCBEVG      G  1  EXPEND              
1  3      At home                                                    ALCHOME      G  1  EXPEND              
1  4        Beer and ale                                             200111       D  1  EXPEND              
1  4        Whiskey                                                  200210       D  1  EXPEND              
1  4        Wine                                                     200310       D  1  EXPEND              
1  4        Other alcoholic beverages                                200410       D  1  EXPEND              
1  3      Away from home                                             ALCAWAY      G  1  EXPEND              
1  4        Beer and ale                                             BEERNALE     G  1  EXPEND              
1  5          Beer and ale at fast food, take-out, delivery,         200511       D  1  EXPEND              
2               concession stands, buffet and cafeteria                                                     
1  5          Beer and ale at full service restaurants               200512       D  1  EXPEND              
1  5          Beer and ale at vending machines and mobile vendors    200513       D  1  EXPEND              
1  5          Beer at employer                                       200514       D  1  EXPEND              
1  5          Beer at board                                          200515       D  1  EXPEND              
1  5          Beer and ale at catered affairs                        200516       D  1  EXPEND              
1  4        Wine                                                     WINE         G  1  EXPEND              
1  5          Wine at fast food, take-out, delivery, concession      200521       D  1  EXPEND              
2               stands, buffet and cafeteria                                                                
1  5          Wine at full service restaurants                       200522       D  1  EXPEND              
1  5          Wine at vending machines and mobile vendors            200523       D  1  EXPEND              
1  5          Wine at employer                                       200524       D  1  EXPEND              
1  5          Wine at board                                          200525       D  1  EXPEND              
1  5          Wine at catered affairs                                200526       D  1  EXPEND              
1  4        Other alcoholic beverages                                OTHALCBV     G  1  EXPEND              
1  5          Other alcoholic beverages at fast food, take-out,      200531       D  1  EXPEND              
2               delivery, concession stands, buffet and cafeteria                                           
1  5          Other alcoholic beverages at full service restaurants  200532       D  1  EXPEND              
1  5          Other alcoholic beverages at vending machines and      200533       D  1  EXPEND              
2               mobile vendors                                                                              
1  5          Other alcohol at employer                              200534       D  1  EXPEND              
1  5          Other alcohol at board                                 200535       D  1  EXPEND              
1  5          Other alcoholic beverages at catered affairs           200536       D  1  EXPEND              
1  2    Housing                                                      HOUSING      G  1  EXPEND              
1  3      Fuel and utilities                                         FUELUTL      G  1  EXPEND              
1  4        Electricity and natural gas                              ELECNAT      G  1  EXPEND              
1  5          Electricity                                            260110       D  1  EXPEND              
1  5          Natural gas                                            260210       D  1  EXPEND              
1  4        Fuel oil and other fuels                                 OTHRFUEL     G  1  EXPEND              
1  5          Fuel oil                                               250110       D  1  EXPEND              
1  5          Bottled and tank gas                                   250210       D  1  EXPEND              
1  5          Coal                                                   250220       D  1  EXPEND              
1  5          Miscellaneous fuels                                    250900       D  1  EXPEND              
1  4        Telephone services                                       270000       D  1  EXPEND              
1  3      Household operations                                       HHOPER       G  1  EXPEND              
1  4        Other household expenses                                 HHOTHXPN     G  1  EXPEND              
1  5          Repair of miscellaneous household equipment and        340913       D  1  EXPEND              
2               furnishings                                                                                 
1  5          Household laundry and dry cleaning, sent out           340520       D  1  EXPEND              
2               (nonclothing) not coin-operated                                                             
1  5          Coin-operated household laundry and dry cleaning       340530       D  1  EXPEND              
2               (nonclothing)                                                                               
1  3      Housekeeping supplies                                      HKPGSUPP     G  1  EXPEND              
1  4        Laundry and cleaning supplies                            LAUNDRY      G  1  EXPEND              
1  5          Soaps and detergents                                   330110       D  1  EXPEND              
1  5          Other laundry cleaning products                        330210       D  1  EXPEND              
1  4        Other household products                                 HKPGOTHR     G  1  EXPEND              
1  5          Cleansing and toilet tissue, paper towels and napkins  330310       D  1  EXPEND              
1  5          Miscellaneous household products                       330510       D  1  EXPEND              
1  5          Lawn and garden supplies                               330610       D  1  EXPEND              
1  4        Postage and stationery                                   POSTAGE      G  1  EXPEND              
1  5          Stationery, stationery supplies, giftwrap              330410       D  1  EXPEND              
1  5          Postage                                                340110       D  1  EXPEND              
1  5          Delivery services                                      340120       D  1  EXPEND              
1  3      Household furnishings and equipment                        HHFURNSH     G  1  EXPEND              
1  4        Household textiles                                       HHTXTILE     G  1  EXPEND              
1  5          Bathroom linens                                        280110       D  1  EXPEND              
1  5          Bedroom linens                                         280120       D  1  EXPEND              
1  5          Slipcovers, decorative pillows                         280220       D  1  EXPEND              
1  5          Kitchen, dining room, other linens                     280140       D  1  EXPEND              
1  4        Furniture                                                FURNITUR     G  1  EXPEND              
1  5          Outdoor furniture                                      290430       D  1  EXPEND              
1  4        Floor coverings                                          FLOORCOV     G  1  EXPEND              
1  5          Room size rugs and other floor covering, nonpermanent  320110       D  1  EXPEND              
1  4        Major appliances                                         MAJAPPL      G  1  EXPEND              
1  5          Electric floor cleaning equipment                      320511       D  1  EXPEND              
1  5          Sewing machines                                        320512       D  1  EXPEND              
1  5          Miscellaneous household appliances                     300900       D  1  EXPEND              
1  4        Small appliances, miscellaneous housewares               SMAPPHWR     G  1  EXPEND              
1  5          Housewares                                             HOUSWARE     G  1  EXPEND              
1  6            Nonelectric cookware                                 320370       D  1  EXPEND              
1  6            Tableware, nonelectric kitchenware                   320380       D  1  EXPEND              
1  6            Dinnerware, glassware, serving pieces                320345       D  1  EXPEND              
1  5          Small appliances                                       SMLLAPPL     G  1  EXPEND              
1  6            Portable heating and cooling equipment               320522       D  1  EXPEND              
1  4        Miscellaneous household equipment                        MISCHHEQ     G  1  EXPEND              
1  5          Infants'' equipment                                    320130       D  1  EXPEND              
1  5          Laundry and cleaning equipment                         320140       D  1  EXPEND              
1  5          Outdoor equipment                                      320150       D  1  EXPEND              
1  5          Lamps, lighting fixtures, ceiling fans                 320221       D  1  EXPEND              
1  5          Clocks and other household decorative items            320233       D  1  EXPEND              
1  5          Telephones and accessories                             320232       D  1  EXPEND              
1  5          Lawn and garden equipment                              320410       D  1  EXPEND              
1  5          Power tools                                            320420       D  1  EXPEND              
1  5          Hand tools                                             320902       D  1  EXPEND              
1  5          Indoor plants, fresh flowers                           320903       D  1  EXPEND              
1  5          Closet and storage items                               320904       D  1  EXPEND              
1  5          Computer software                                      690119       D  1  EXPEND              
1  5          Computer accessories                                   690120       D  1  EXPEND              
1  5          Other hardware                                         320430       D  1  EXPEND              
1  5          Miscellaneous household equipment and parts            320905       D  1  EXPEND              
1  5          Luggage                                                430130       D  1  EXPEND              
1  2    Apparel and services                                         APPAREL      G  1  EXPEND              
1  3      Men and boys                                               MENBOYS      G  1  EXPEND              
1  4        Men, 16 and over                                         MENS         G  1  EXPEND              
1  5          Men''s sportcoats, tailored jackets                    360120       D  1  EXPEND              
1  5          Men''s coats and jackets                               360210       D  1  EXPEND              
1  5          Men''s underwear                                       360311       D  1  EXPEND              
1  5          Men''s hosiery                                         360312       D  1  EXPEND              
1  5          Men''s accessories                                     360330       D  1  EXPEND              
1  5          Men''s active sportswear                               360350       D  1  EXPEND              
1  5          Men''s shirts, sweaters, and vests                     360420       D  1  EXPEND              
1  5          Men''s pants and shorts                                360513       D  1  EXPEND              
1  5          Men''s uniforms                                        360901       D  1  EXPEND              
1  4        Boys, 2 to 15                                            BOYS         G  1  EXPEND              
1  5          Boy''s shirts and sweaters                             370125       D  1  EXPEND              
1  5          Boys'' underwear                                       370211       D  1  EXPEND              
1  5          Boys'' nightwear                                       370212       D  1  EXPEND              
1  5          Boys'' hosiery                                         370213       D  1  EXPEND              
1  5          Boys'' accessories                                     370220       D  1  EXPEND              
1  5          Boys'' suits, sportcoats, vests                        370311       D  1  EXPEND              
1  3      Women and girls                                            WMNSGRLS     G  1  EXPEND              
1  4        Women, 16 and over                                       WOMENS       G  1  EXPEND              
1  5          Women''s coats and jackets                             380110       D  1  EXPEND              
1  5          Women''s dresses                                       380210       D  1  EXPEND              
1  5          Women''s sportcoats, tailored jackets                  380311       D  1  EXPEND              
1  5          Women''s sweaters, shirts, tops, vests                 380315       D  1  EXPEND              
1  5          Women''s skirts                                        380320       D  1  EXPEND              
1  5          Women''s pants and shorts                              380333       D  1  EXPEND              
1  5          Women''s active sportswear                             380340       D  1  EXPEND              
1  5          Women''s sleepwear                                     380410       D  1  EXPEND              
1  5          Women''s undergarments                                 380420       D  1  EXPEND              
1  5          Women''s hosiery                                       380430       D  1  EXPEND              
1  5          Women''s accessories                                   380901       D  1  EXPEND              
1  5          Women''s uniforms                                      380902       D  1  EXPEND              
1  4        Girls, 2 to 15                                           GIRLS        G  1  EXPEND              
1  5          Girls'' coats and jackets                              390110       D  1  EXPEND              
1  5          Girls'' dresses and suits                              390120       D  1  EXPEND              
1  5          Girls'' shirts, blouses, sweaters, vests               390210       D  1  EXPEND              
1  5          Girls'' active sportswear                              390230       D  1  EXPEND              
1  5          Girls'' underwear and sleepwear                        390310       D  1  EXPEND              
1  5          Girls'' hosiery                                        390321       D  1  EXPEND              
1  5          Girls'' accessories                                    390322       D  1  EXPEND              
1  3      Children under 2                                           INFANT       G  1  EXPEND              
1  4        Infant dresses, outerwear                                410120       D  1  EXPEND              
1  4        Infant underwear                                         410130       D  1  EXPEND              
1  4        Infant nightwear, loungewear                             410140       D  1  EXPEND              
1  4        Infant accessories                                       410901       D  1  EXPEND              
1  3      Footwear                                                   FOOTWEAR     G  1  EXPEND              
1  4        Men''s footwear                                          400110       D  1  EXPEND              
1  4        Boys'' footwear                                          400210       D  1  EXPEND              
1  4        Women''s footwear                                        400310       D  1  EXPEND              
1  4        Girls'' footwear                                         400220       D  1  EXPEND              
1  3      Other apparel products and services                        OTHAPPRL     G  1  EXPEND              
1  4        Material and supplies for sewing, needlework, quilting   420115       D  1  EXPEND              
2             (includes household items)                                                                    
1  4        Watches                                                  430110       D  1  EXPEND              
1  2    Transportation                                               TRANS        G  1  EXPEND              
1  3      Gasoline, motor oil, and additives                         GASMOTA      G  1  EXPEND              
1  4        Gasoline and diesel fuel                                 GASHDESL     G  1  EXPEND              
1  5          Gasoline                                               470111       D  1  EXPEND              
1  5          Diesel fuel                                            470112       D  1  EXPEND              
1  4        Motor oil, coolants and other additives                  MOTCOLA      G  1  EXPEND              
1  5          Motor oil                                              470211       D  1  EXPEND              
1  5          Coolant, brake fluid, transmission fluid, and other    470220       D  1  EXPEND              
2               additives                                                                                   
1  3      Other vehicle expenses                                     VEHOTHXP     G  1  EXPEND              
1  4        Maintenance and repairs                                  CAREPAIR     G  1  EXPEND              
1  5          Vehicle products and cleaning services                 480212       D  1  EXPEND              
1  5          Misc. auto repair, servicing                           490000       D  1  EXPEND              
1  5          Gas tank repair, replacement                           490316       D  1  EXPEND              
1  4        Vehicle insurance                                        500110       D  1  EXPEND              
1  4        Vehicle rental, leases, licenses, and other charges      VEHRNTLC     G  1  EXPEND              
1  5          Tolls or electronic toll passes                        520541       D  1  EXPEND              
1  3      Public and other transportation                            PUBTRANS     G  1  EXPEND              
1  4        Taxi fares and limousine services                        530412       D  1  EXPEND              
1  1    Healthcare                                                   HEALTH       G  1  EXPEND              
1  3      Medical services                                           MEDSERVS     G  1  EXPEND              
1  4        Repair of medical equipment                              570902       D  1  EXPEND              
1  3      Drugs                                                      DRUGS        G  1  EXPEND              
1  4        Nonprescription drugs                                    550210       D  1  EXPEND              
1  4        Nonprescription vitamins                                 550410       D  1  EXPEND              
1  3      Medical supplies                                           MEDSUPPL     G  1  EXPEND              
1  4        Topicals and dressings                                   550310       D  1  EXPEND              
1  4        Adult diapers                                            640430       D  1  EXPEND              
1  1    Entertainment                                                ENTRTAIN     G  1  EXPEND              
1  3      Fees and admissions                                        FEESADM      G  1  EXPEND              
1  4        Fees for participant sports                              620121       D  1  EXPEND              
1  4        Fees for recreational lessons                            620310       D  1  EXPEND              
1  3      Audio and visual equipment and services                    TVAUDIO      G  1  EXPEND              
1  4        Stereos, radios, speakers, and sound components          310316       D  1  EXPEND              
2             including those in vehicles                                                                   
1  4        Cable and satellite television services                  270310       D  1  EXPEND              
1  4        Phonographs                                              310312       D  1  EXPEND              
1  4        Digital media players and recorders                      310315       D  1  EXPEND              
1  4        Miscellaneous sound equipment                            310331       D  1  EXPEND              
1  4        Miscellaneous video equipment                            310335       D  1  EXPEND              
1  4        Sound equipment accessories                              310332       D  1  EXPEND              
1  4        Video cassettes, tapes, and discs                        310220       D  1  EXPEND              
1  4        Video game software                                      310231       D  1  EXPEND              
1  4        Video game hardware and accessories                      310232       D  1  EXPEND              
1  3      Pets, toys, hobbies, and playground equipment              PETSPLAY     G  1  EXPEND              
1  4        Pets                                                     PETS         G  1  EXPEND              
1  5          Pet food                                               610310       D  1  EXPEND              
1  5          Pet purchase, supplies, medicine                       610320       D  1  EXPEND              
1  5          Vet services                                           620420       D  1  EXPEND              
1  4        Toys, games, arts and crafts, and tricycles              610110       D  1  EXPEND              
1  4        Playground equipment                                     610120       D  1  EXPEND              
1  3      Other entertainment supplies, equipment, and services      ENTEROTH     G  1  EXPEND              
1  4        Sports, recreation and exercise equipment                RECEQUIP     G  1  EXPEND              
1  5          Athletic gear, game tables, and exercise equipment     600210       D  1  EXPEND              
1  5          Camping equipment                                      600410       D  1  EXPEND              
1  5          Hunting and fishing equipment                          600420       D  1  EXPEND              
1  5          Global positioning system devices                      600903       D  1  EXPEND              
1  4        Photographic equipment, supplies and services            PHOTOEQ      G  1  EXPEND              
1  5          Other photographic supplies                            610220       D  1  EXPEND              
1  5          Photographer fees                                      620320       D  1  EXPEND              
1  4        Fireworks                                                610901       D  1  EXPEND              
1  4        Souvenirs                                                610902       D  1  EXPEND              
1  4        Visual goods                                             610903       D  1  EXPEND              
1  4        Pinball, electronic video games                          620913       D  1  EXPEND              
1  3      Personal care products                                     PERSPROD     G  1  EXPEND              
1  4        Hair care products                                       640110       D  1  EXPEND              
1  4        Nonelectric articles for the hair                        640120       D  1  EXPEND              
1  4        Oral hygiene products, articles                          640210       D  1  EXPEND              
1  4        Shaving needs                                            640220       D  1  EXPEND              
1  4        Cosmetics, perfume, bath preparations                    640310       D  1  EXPEND              
1  4        Deodorants, feminine hygiene, miscellaneous personal     640410       D  1  EXPEND              
2             care                                                                                          
1  4        Electric personal care appliances                        640420       D  1  EXPEND              
1  3      Personal care services                                     PERSSERV     G  1  EXPEND              
1  4        Personal care service for females                        650110       D  1  EXPEND              
1  4        Personal care service for males                          650210       D  1  EXPEND              
1  4        Repair of personal care appliances                       650900       D  1  EXPEND              
1  2    Reading                                                      READING      G  1  EXPEND              
1  3      Newsletters                                                590900       D  1  EXPEND              
1  3      Digital book readers                                       690118       D  1  EXPEND              
1  2    Education                                                    EDUCATN      G  1  EXPEND              
1  3      School supplies, etc. - unspecified                        660000       D  1  EXPEND              
1  2    Tobacco products and smoking supplies                        TOBACCO      G  1  EXPEND              
1  3      Smoking accessories                                        630220       D  1  EXPEND              
1  3      Marijuana                                                  630900       D  1  EXPEND              
1  2    Miscellaneous                                                MISC         G  1  EXPEND              
1  3      Miscellaneous fees                                         620925       D  1  EXPEND              
1  3      Lotteries and pari-mutuel losses                           620926       D  1  EXPEND              
1  3      Miscellaneous personal services                            680903       D  1  EXPEND              
*  *  Sources of income and personal taxes:                          TITLESI      T  1  INCOME              
1  1    Money income before taxes                                    INCBEFTX     G  1  INCOME              
1  2      Wages and salaries                                         900000       D  1  INCOME              
